DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
,,Montrose,,,,105126,8/16/12 0:00,1299.7,920.8,1094,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,North Avenue,,,,88692,8/6/10 0:00,22.6,24.6,23.6,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
923,6/23/16 13:33,Ohio Street,223,248,235.2,113042,6/23/16 6:55,64,66,65,,2,6/23/16 6:57,41.8935,-87.6152,"(41.8935, -87.6152)"
,,12th Street,,,,102707,5/25/06 0:00,119.8,107.1,113.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Foster,,,,92426,5/22/09 0:00,129.6,228.2,172,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
7269,6/27/18 0:00,Humboldt,3,9,5.2,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
8046,7/14/18 0:00,Oakwood,39,76,54.4,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,57th Street,,,,102183,8/21/08 0:00,4.1,6.3,5.1,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
8972,8/5/18 0:00,Howard,298,202,245.3,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oak Street,,,,100179,7/23/08 0:00,52.8,47.3,50,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Calumet,,,,96262,8/12/11 0:00,4.1,5.2,4.6,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,South Shore,,,,99840,8/29/08 0:00,172.6,166.4,169.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Loyola,,,,98546,6/8/07 0:00,0,1,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Ohio Street,,,,108049,8/19/13 0:00,7,20,11.8,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Loyola,,,,99038,8/3/07 0:00,27.5,50.4,37.2,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rogers,,,,87753,6/28/10 0:00,60.2,49.4,54.5,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oakwood,,,,112802,6/8/16 7:40,7,17,10.9,,5,6/8/16 7:45,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rogers,,,,90687,6/10/11 0:00,272.3,325.5,297.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rogers,,,,113201,7/5/16 8:14,1,13,3.6,,1,7/5/16 8:15,42.0213,-87.6666,"(42.0213, -87.6666)"
2988,6/17/17 0:00,12th Street,320,331,325.5,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
3388,6/27/17 0:00,Oak Street,50,5,15.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,57th Street,,,,102648,6/11/09 0:00,1299.7,325.5,650.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,63rd Street,,,,107245,6/28/12 0:00,33.6,21.1,26.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Calumet,,,,103409,8/28/06 0:00,920.8,980.4,950.1,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
5898,9/4/17 0:00,57th Street,234,389,301.7,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,North Avenue,,,,110845,5/29/12 0:00,14.5,9.8,11.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose,,,,100416,7/18/08 0:00,42.8,39.9,41.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,91753,7/7/09 0:00,70.3,42,54.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
5227,8/17/17 0:00,South Shore,1267,1134,1198.7,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10287,5/24/19 7:10,Margaret T Burroughs (31st),2,5,3.2,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,South Shore,,,,107244,6/28/12 0:00,78,36.4,53.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
1182,7/10/16 13:18,North Avenue,176,89,125.2,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oak Street,,,,108200,5/20/14 0:00,2,5.2,3.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,90682,6/10/11 0:00,547.5,325.5,422.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Fargo,,,,104400,8/3/06 0:00,39.9,39.9,39.9,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
136,6/23/15 0:00,Rainbow,156.4,15.5,49,87335,6/23/15 0:00,613,866,728.6,,,,41.758,-87.551,"(41.758, -87.551)"
,,57th Street,,,,92908,8/11/14 0:00,210,101,145.6,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,99402,7/16/07 0:00,35.5,31.7,33.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
3047,6/19/17 0:00,South Shore,1006,755,871.5,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Foster,,,,93811,7/22/15 0:00,32,35,33.5,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,89732,8/17/10 0:00,9.7,13.2,11.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,100394,7/17/08 0:00,54.6,61.3,57.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
3870,7/10/17 0:00,Margaret T Burroughs (31st),1910,475,952.5,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,Loyola,,,,102841,7/24/06 0:00,42.2,18.7,28.1,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rogers,,,,105110,8/15/12 0:00,9.8,6.3,7.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rogers,,,,91476,6/25/09 0:00,118.7,93.3,105.2,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
2463,6/3/17 12:12,12th Street,112,236,162.6,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
6231,6/2/18 0:00,Montrose,602,641,621.2,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,109350,8/13/13 0:00,1733,791,1170.8,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Foster,,,,109865,7/31/14 0:00,6,4,4.9,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
8025,7/14/18 0:00,Rainbow,425,634,519.1,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,98502,6/21/07 0:00,1,1,1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Juneway,,,,97087,7/25/12 0:00,45.7,45.2,45.4,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Osterman,,,,103488,6/29/07 0:00,686.7,866.4,771.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
213,7/29/15 0:00,63rd Street,53.5,206.2,105,95832,7/29/15 0:00,308,76,153,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rainbow,,,,96950,8/23/11 0:00,131.4,461.1,246.1,,,,41.758,-87.551,"(41.758, -87.551)"
1667,8/10/16 12:45,Montrose,17,42,26.7,113740,8/10/16 8:17,69,68,68.5,,1,8/10/16 8:18,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,106453,6/20/12 0:00,1,2,1.4,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Oak Street,,,,113086,6/27/16 0:20,6,7,6.5,,1,6/27/16 0:21,41.9032,-87.6235,"(41.9032, -87.6235)"
,,North Avenue,,,,100703,8/16/07 0:00,218.7,248.9,233.3,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Rogers,,,,90350,7/1/11 0:00,184.2,193.5,188.8,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
5191,8/16/17 0:00,Humboldt,2118,10905,4805.9,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
9267,8/12/18 0:00,South Shore,549,905,704.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Osterman,,,,95822,7/28/15 0:00,58,38,46.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Leone,,,,114081,8/31/16 9:50,411,260,326.9,,1,8/31/16 9:51,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Leone,,,,111505,6/11/12 0:00,24.6,16,19.8,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rainbow,,,,104536,6/13/06 0:00,1,1,1,,,,41.758,-87.551,"(41.758, -87.551)"
,,Leone,,,,96521,7/13/11 0:00,127.4,107.1,116.8,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
241,5/27/15 0:00,63rd Street,30.8,497.4,124,94890,5/27/15 0:00,32,24,27.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,South Shore,,,,89892,8/25/10 0:00,67,63.7,65.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Juneway,,,,98456,6/19/07 0:00,9.8,12.1,10.9,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Leone,,,,111898,7/8/13 0:00,8,47,19.4,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,63rd Street,,,,96683,7/21/11 0:00,4.1,6.3,5.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Montrose,,,,108248,5/22/14 0:00,6,3,4.2,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Oakwood,,,,113910,8/19/16 9:00,9,10,9.5,,1,8/19/16 9:01,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rainbow,,,,101537,6/12/09 0:00,7.4,10.8,8.9,,,,41.758,-87.551,"(41.758, -87.551)"
,,Lane,,,,99270,7/10/07 0:00,114.9,75.9,93.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
6581,6/12/18 12:10,Rogers,6984,180,1121.2,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
9350,8/14/18 0:00,Montrose,557,658,605.4,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
4306,7/20/17 0:00,North Avenue,138,94,113.9,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
2867,6/13/17 0:00,63rd Street,13226,6661,9386.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oak Street,,,,97097,7/26/12 0:00,9.8,8.5,9.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,57th Street,,,,88346,7/20/10 0:00,9.8,8.5,9.1,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,57th Street,,,,90312,6/30/11 0:00,14.6,19.9,17,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,South Shore,,,,111964,8/30/12 0:00,5.2,49.6,16.1,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Ohio Street,,,,109351,8/13/13 0:00,96,62,77.1,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
8096,7/16/18 0:00,Montrose,178,454,284.3,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
4939,8/9/17 0:00,Foster,62,41,50.4,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,12th Street,,,,105772,6/13/12 0:00,218.7,145,178.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,North Avenue,,,,100145,7/16/08 0:00,2,2,2,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Juneway,,,,93466,8/25/14 0:00,5,4,4.5,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,57th Street,,,,107736,7/21/14 0:00,2,4,2.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Osterman,,,,112658,5/27/16 10:05,26,39,31.8,,1,5/27/16 10:06,41.9877,-87.6545,"(41.9877, -87.6545)"
6429,6/9/18 0:00,Ohio Street,724,607,662.9,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rainbow,,,,93098,7/6/15 0:00,173,43,86.2,,,,41.758,-87.551,"(41.758, -87.551)"
4564,7/29/17 0:00,Hartigan (Albion),237,63,122.2,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Ohio Street,,,,101026,8/20/07 0:00,517.2,517.2,517.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rainbow,,,,98234,7/19/06 0:00,248.9,165.8,203.1,,,,41.758,-87.551,"(41.758, -87.551)"
6708,6/15/18 0:00,Margaret T Burroughs (31st),1558,615,978.9,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,Juneway,,,,101692,8/28/07 0:00,20.9,18.3,19.6,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,North Shore,,,,101426,6/26/08 0:00,1,6.3,2.5,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
8272,7/21/18 0:00,North Avenue,347,379,362.6,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose,,,,99008,8/2/07 0:00,4.1,5.2,4.6,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,South Shore,,,,113819,8/15/16 10:05,124,107,115.2,,2,8/15/16 10:07,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,104224,6/26/06 0:00,1,2,1.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Leone,,,,106815,6/25/12 0:00,260.3,325.5,291.1,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,North Avenue,,,,94611,5/19/15 0:00,17,6,10.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
7127,6/23/18 11:50,Oakwood,247,207,226.1,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rogers,,,,106408,6/18/12 0:00,1,3,1.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oak Street,,,,95645,6/10/15 0:00,5,57,16.9,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Montrose,,,,101051,8/21/07 0:00,275.5,435.2,346.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Leone,,,,109956,8/4/14 0:00,228,291,257.6,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
4371,7/22/17 0:00,Foster,802,1423,1068.3,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,111038,6/23/14 0:00,51,49,50,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,12th Street,,,,110344,5/22/12 0:00,648.8,1119.9,852.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Leone,,,,110921,6/17/14 0:00,57,144,90.6,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,97024,8/26/11 0:00,68.3,46.4,56.3,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oak Street,,,,109352,8/13/13 0:00,99,161,126.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Leone,,,,104957,6/18/13 0:00,82,71,76.3,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Lane,,,,101768,8/12/08 0:00,21.3,15.6,18.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
7356,6/29/18 0:00,Marion Mahony Griffin (Jarvis),391,187,270.4,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Oakwood,,,,92557,5/28/09 0:00,4.1,7.4,5.5,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
9293,8/13/18 0:00,Oak Street,66,134,94,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,12th Street,,,,109679,7/1/14 0:00,10,9,9.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rogers,,,,94955,8/14/15 0:00,185,105,139.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rainbow,,,,89418,5/26/11 0:00,387.3,143.9,236.1,,,,41.758,-87.551,"(41.758, -87.551)"
,,Montrose,,,,110014,7/10/12 0:00,118.7,155.3,135.8,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Oak Street,,,,113736,8/10/16 23:50,25,15,19.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oak Street,,,,90800,7/16/10 0:00,6.3,13.2,9.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,106731,6/27/14 0:00,13,29,19.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,North Avenue,,,,90341,7/1/11 0:00,28.5,91,50.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Lane,,,,101684,8/28/07 0:00,15.8,19.9,17.7,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10209,9/1/18 0:00,Oak Street,22,38,28.9,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oakwood,,,,91210,7/24/09 0:00,18.5,27.5,22.6,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Montrose Dog,,,,111412,6/7/12 0:00,3.1,16,7,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
2128,8/27/16 13:02,South Shore,85,41,59,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,104594,6/15/06 0:00,53,48,50.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Lane,,,,91446,6/24/09 0:00,41.4,105,65.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
8845,8/2/18 0:00,Calumet,51,11,23.7,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
5730,8/31/17 0:00,Rogers,4104,7675,5612.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Ohio Street,,,,106828,6/26/12 0:00,9.7,33.6,18.1,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Montrose,,,,106707,6/26/14 0:00,11,17,13.7,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Leone,,,,89456,5/27/11 0:00,148.3,167,157.4,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
2651,6/6/17 12:07,Osterman,199,286,238.6,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
9586,8/19/18 0:00,57th Street,488,494,491,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Leone,,,,90127,6/21/11 0:00,6.3,1,2.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rainbow,,,,99234,7/9/07 0:00,59.8,160.7,98,,,,41.758,-87.551,"(41.758, -87.551)"
4161,7/17/17 0:00,Humboldt,2136,11825,5025.8,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
6732,6/15/18 0:00,Hartigan (Albion),114,87,99.6,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
2166,8/31/16 12:24,North Avenue,102,83,92,114075,8/31/16 6:25,205,140,169.4,,2,8/31/16 6:27,41.9148,-87.6273,"(41.9148, -87.6273)"
,,12th Street,,,,87682,6/25/10 0:00,133.3,32.3,65.6,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Oakwood,,,,87740,6/28/10 0:00,3.1,1,1.8,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,South Shore,,,,109696,7/2/14 0:00,70,139,98.6,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
7172,6/25/18 11:52,Hartigan (Albion),323,252,285.3,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,63rd Street,,,,89933,8/27/10 0:00,31.5,23.1,27,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oak Street,,,,93127,7/7/15 0:00,23,46,32.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
4608,7/30/17 0:00,Oak Street,28,23,25.4,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,63rd Street,,,,87538,6/18/10 0:00,27.5,60.9,40.9,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
8145,7/17/18 11:31,Rainbow,1409,551,881.1,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Calumet,,,,100472,7/21/08 0:00,9.8,9.5,9.6,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Oak Street,,,,88391,7/22/10 0:00,24.6,57.3,37.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oakwood,,,,94627,5/20/15 0:00,579,649,613,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Oak Street,,,,96799,7/26/11 0:00,11,7.4,9,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
4827,8/6/17 0:00,57th Street,33,212,83.6,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,57th Street,,,,113887,8/18/16 7:01,44,21,30.4,,1,8/18/16 7:02,41.7911,-87.5797,"(41.7911, -87.5797)"
,,12th Street,,,,97932,7/10/06 0:00,2419.6,1299.7,1773.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,63rd Street,,,,98437,6/19/07 0:00,461.1,410.6,435.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,103564,7/2/07 0:00,34.5,48.8,41,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rainbow,,,,113818,8/15/16 9:40,88,68,77.4,,2,8/15/16 9:42,41.758,-87.551,"(41.758, -87.551)"
,,63rd Street,,,,90955,7/13/09 0:00,1203.3,1732.9,1444,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
4896,8/8/17 0:00,Montrose,139,210,170.9,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
9146,8/9/18 0:00,North Avenue,90,352,178,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Shore,,,,102172,8/20/08 0:00,63.1,95.9,77.8,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
9899,8/26/18 0:00,Ohio Street,61,38,48.1,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Calumet,,,,112599,8/7/12 0:00,9.8,10.9,10.3,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,57th Street,,,,95179,8/20/15 0:00,15,28,20.5,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,North Avenue,,,,95292,6/4/15 0:00,17,20,18.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Avenue,,,,112357,6/16/14 0:00,7,10,8.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose,,,,90321,6/30/11 0:00,22.8,24.6,23.7,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,South Shore,,,,110972,6/20/14 0:00,1,1,1,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
616,6/8/16 11:30,North Avenue,33,28,30.4,112807,6/8/16 6:35,28,52,38.2,,1,6/8/16 6:36,41.9148,-87.6273,"(41.9148, -87.6273)"
3147,6/22/17 0:00,Leone,4,3,3.5,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rogers,,,,99415,7/16/07 0:00,23.3,15.6,19.1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Montrose,,,,94969,8/15/15 0:00,172,365,250.6,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,South Shore,,,,108073,6/6/14 0:00,12,59,26.6,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Foster,,,,113377,7/16/16 9:40,242,5,34.8,,1,7/16/16 9:41,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,102933,8/23/06 0:00,290.9,248.1,268.6,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,88889,7/8/10 0:00,111.9,143,126.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,Foster,,,,102664,5/23/06 0:00,14.6,23.8,18.6,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,63rd Street,,,,103945,7/4/07 0:00,2419.6,2419.9,2419.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,12th Street,,,,94922,8/13/15 0:00,3,2,2.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
106,5/28/15 0:00,Rainbow,240.8,300.5,269,95021,5/28/15 0:00,12,50,24.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,Rainbow,,,,95000,8/17/15 0:00,53,54,53.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,Loyola,,,,92524,5/26/09 0:00,24.3,18.1,21,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,88711,8/7/10 0:00,19.9,30.1,24.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
6250,6/3/18 12:33,Oakwood,1097,526,759.6,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,South Shore,,,,107756,7/22/14 0:00,18,5,9.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Foster,,,,94257,8/8/09 0:00,8.6,5.1,6.6,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oakwood,,,,95472,7/16/14 0:00,27,15,20.1,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,North Avenue,,,,95206,8/21/15 0:00,12,41,22.2,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose Dog,,,,93644,8/29/14 0:00,14,16,15,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Ohio Street,,,,91007,7/15/09 0:00,111.2,21.3,48.7,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rogers,,,,95194,8/20/15 0:00,1,1,1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oakwood,,,,95004,8/17/15 0:00,9,9,9,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Fargo,,,,113157,6/30/16 10:40,2,4,2.8,,1,6/30/16 10:41,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Rainbow,,,,107714,5/31/13 0:00,13,19,15.7,,,,41.758,-87.551,"(41.758, -87.551)"
,,Oak Street,,,,104949,6/18/13 0:00,12,8,9.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
8560,7/28/18 11:29,Oak Street,41,8,18.1,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,South Shore,,,,106635,7/25/13 0:00,39,54,45.9,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Howard,,,,113924,8/19/16 9:09,13,12,12.5,,1,8/19/16 9:10,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Foster,,,,102633,6/10/09 0:00,20.3,15.8,17.9,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
1887,8/17/16 15:47,Rainbow,21,58,34.9,113862,8/17/16 6:49,48,69,57.5,,1,8/17/16 6:50,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,95405,8/25/15 0:00,2,4,2.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose,,,,96671,7/20/11 0:00,98.7,63.8,79.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,57th Street,,,,95681,8/28/15 0:00,12,20,15.5,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
7233,6/26/18 0:00,Ohio Street,122,164,141.4,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
5713,8/30/17 0:00,Marion Mahony Griffin (Jarvis),222,355,280.7,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10047,8/29/18 11:32,Ohio Street,802,630,710.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
